9.40	9.68	9.95	10.23	10.50	10.78	11.05	11.33	11.60	11.88	12.15	12.43	12.70	12.98	13.25	13.53	13.80	14.08	14.35	14.63
9.44	9.71	9.99	10.26	10.54	10.81	11.09	11.36	11.64	11.91	12.19	12.46	12.74	13.01	13.29	13.56	13.84	14.12	14.39	14.67
9.47	9.75	10.02	10.30	10.57	10.85	11.12	11.40	11.67	11.95	12.22	12.50	12.77	13.05	13.33	13.60	13.88	14.15	14.43	14.70
9.51	9.78	10.06	10.33	10.61	10.88	11.16	11.43	11.71	11.98	12.26	12.53	12.81	13.09	13.36	13.64	13.91	14.19	14.46	14.74
9.54	9.82	10.09	10.37	10.64	10.92	11.19	11.47	11.74	12.02	12.30	12.57	12.85	13.12	13.40	13.67	13.95	14.22	14.50	14.77
9.58	9.85	10.13	10.40	10.68	10.95	11.23	11.50	11.78	12.06	12.33	12.61	12.88	13.16	13.43	13.71	13.98	14.26	14.53	14.81
9.61	9.89	10.16	10.44	10.71	10.99	11.27	11.54	11.82	12.09	12.37	12.64	12.92	13.19	13.47	13.74	14.02	14.29	14.57	14.84
9.65	9.92	10.20	10.48	10.75	11.03	11.30	11.58	11.85	12.13	12.40	12.68	12.95	13.23	13.50	13.78	14.05	14.33	14.60	14.88
9.68	9.96	10.24	10.51	10.79	11.06	11.34	11.61	11.89	12.16	12.44	12.71	12.99	13.26	13.54	13.81	14.09	14.36	14.64	14.91
9.72	10.00	10.27	10.55	10.82	11.10	11.37	11.65	11.92	12.20	12.47	12.75	13.02	13.30	13.57	13.85	14.12	14.40	14.67	14.95
9.76	10.03	10.31	10.58	10.86	11.13	11.41	11.68	11.96	12.23	12.51	12.78	13.06	13.33	13.61	13.88	14.16	14.43	14.71	14.98
9.79	10.07	10.34	10.62	10.89	11.17	11.44	11.72	11.99	12.27	12.54	12.82	13.09	13.37	13.64	13.92	14.19	14.47	14.74	15.02
9.83	10.10	10.38	10.65	10.93	11.20	11.48	11.75	12.03	12.30	12.58	12.85	13.13	13.40	13.68	13.95	14.23	14.51	14.78	15.06
9.86	10.14	10.41	10.69	10.96	11.24	11.51	11.79	12.06	12.34	12.61	12.89	13.16	13.44	13.72	13.99	14.27	14.54	14.82	15.09
