12.70	12.79	12.88	12.97	13.06	13.15	13.24	13.33	13.41	13.50	13.59	13.68	13.77	13.86	13.95	14.04	14.13	14.21	14.30	14.39
12.71	12.79	12.88	12.97	13.06	13.15	13.24	13.33	13.42	13.51	13.59	13.68	13.77	13.86	13.95	14.04	14.13	14.22	14.31	14.39
12.71	12.80	12.89	12.97	13.06	13.15	13.24	13.33	13.42	13.51	13.60	13.69	13.77	13.86	13.95	14.04	14.13	14.22	14.31	14.40
12.71	12.80	12.89	12.98	13.07	13.15	13.24	13.33	13.42	13.51	13.60	13.69	13.78	13.87	13.95	14.04	14.13	14.22	14.31	14.40
12.71	12.80	12.89	12.98	13.07	13.16	13.25	13.34	13.42	13.51	13.60	13.69	13.78	13.87	13.96	14.05	14.14	14.22	14.31	14.40
12.72	12.80	12.89	12.98	13.07	13.16	13.25	13.34	13.43	13.52	13.60	13.69	13.78	13.87	13.96	14.05	14.14	14.23	14.32	14.40
12.72	12.81	12.90	12.98	13.07	13.16	13.25	13.34	13.43	13.52	13.61	13.70	13.78	13.87	13.96	14.05	14.14	14.23	14.32	14.41
12.72	12.81	12.90	12.99	13.08	13.16	13.25	13.34	13.43	13.52	13.61	13.70	13.79	13.88	13.96	14.05	14.14	14.23	14.32	14.41
12.72	12.81	12.90	12.99	13.08	13.17	13.26	13.35	13.43	13.52	13.61	13.70	13.79	13.88	13.97	14.06	14.14	14.23	14.32	14.41
12.73	12.81	12.90	12.99	13.08	13.17	13.26	13.35	13.44	13.53	13.61	13.70	13.79	13.88	13.97	14.06	14.15	14.24	14.33	14.41
12.73	12.82	12.91	12.99	13.08	13.17	13.26	13.35	13.44	13.53	13.62	13.71	13.79	13.88	13.97	14.06	14.15	14.24	14.33	14.42
12.73	12.82	12.91	13.00	13.09	13.17	13.26	13.35	13.44	13.53	13.62	13.71	13.80	13.89	13.97	14.06	14.15	14.24	14.33	14.42
12.73	12.82	12.91	13.00	13.09	13.18	13.27	13.35	13.44	13.53	13.62	13.71	13.80	13.89	13.98	14.07	14.15	14.24	14.33	14.42
12.74	12.82	12.91	13.00	13.09	13.18	13.27	13.36	13.45	13.54	13.62	13.71	13.80	13.89	13.98	14.07	14.16	14.25	14.34	14.42
12.74	12.83	12.92	13.00	13.09	13.18	13.27	13.36	13.45	13.54	13.63	13.72	13.80	13.89	13.98	14.07	14.16	14.25	14.34	14.43
12.74	12.83	12.92	13.01	13.10	13.18	13.27	13.36	13.45	13.54	13.63	13.72	13.81	13.90	13.98	14.07	14.16	14.25	14.34	14.43
12.74	12.83	12.92	13.01	13.10	13.19	13.28	13.36	13.45	13.54	13.63	13.72	13.81	13.90	13.99	14.08	14.16	14.25	14.34	14.43
