8.54	8.87	9.19	9.52	9.85	10.17	10.50	10.82	11.15	11.48	11.80	12.13	12.46	12.78	13.11	13.44	13.76	14.09	14.42	14.74
8.58	8.91	9.24	9.56	9.89	10.22	10.54	10.87	11.20	11.52	11.85	12.18	12.50	12.83	13.16	13.48	13.81	14.13	14.46	14.79
8.63	8.96	9.28	9.61	9.94	10.26	10.59	10.91	11.24	11.57	11.89	12.22	12.55	12.87	13.20	13.53	13.85	14.18	14.51	14.83
8.67	9.00	9.33	9.65	9.98	10.31	10.63	10.96	11.29	11.61	11.94	12.27	12.59	12.92	13.25	13.57	13.90	14.22	14.55	14.88
8.72	9.05	9.37	9.70	10.03	10.35	10.68	11.00	11.33	11.66	11.98	12.31	12.64	12.96	13.29	13.62	13.94	14.27	14.60	14.92
8.76	9.09	9.42	9.74	10.07	10.40	10.72	11.05	11.38	11.70	12.03	12.36	12.68	13.01	13.34	13.66	13.99	14.31	14.64	14.97
8.81	9.14	9.46	9.79	10.12	10.44	10.77	11.10	11.42	11.75	12.07	12.40	12.73	13.05	13.38	13.71	14.03	14.36	14.69	15.01
8.85	9.18	9.51	9.83	10.16	10.49	10.81	11.14	11.47	11.79	12.12	12.45	12.77	13.10	13.43	13.75	14.08	14.41	14.73	15.06
8.90	9.23	9.55	9.88	10.21	10.53	10.86	11.19	11.51	11.84	12.16	12.49	12.82	13.14	13.47	13.80	14.12	14.45	14.78	15.10
8.95	9.27	9.60	9.92	10.25	10.58	10.90	11.23	11.56	11.88	12.21	12.54	12.86	13.19	13.52	13.84	14.17	14.50	14.82	15.15
8.99	9.32	9.64	9.97	10.30	10.62	10.95	11.28	11.60	11.93	12.26	12.58	12.91	13.23	13.56	13.89	14.21	14.54	14.87	15.19
9.04	9.36	9.69	10.01	10.34	10.67	10.99	11.32	11.65	11.97	12.30	12.63	12.95	13.28	13.61	13.93	14.26	14.59	14.91	15.24
9.08	9.41	9.73	10.06	10.39	10.71	11.04	11.37	11.69	12.02	12.35	12.67	13.00	13.32	13.65	13.98	14.30	14.63	14.96	15.28
